sample_id,archive_path,member_name,repo,label,index_version,class_name,class_parse_status
974137100339e3a40b49f5cd5b92070e0078cb5c,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Positive/freenet_fred_freenet_fred_freenet.node27NewPacketFormat.code,unknown_repo,1,4,unknown_class,unparsed
b6526ece6b6977d7253e69abbcba81e63bda3ff6,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/searchisko_elasticsearch-river-sysinfo_searchisko_elasticsearch-river-sysinfo_org.jboss.elasticsearch.river.sysinfo.esclient19LocalRestRequest.code,unknown_repo,0,4,unknown_class,unparsed
712df992dc23b9cb9b2f2826acca7624711fdba5,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/reveal-technologies_sitewhere_reveal-technologies_sitewhere_com.sitewhere.grpc.client.common.security469NotAuthorizedException.code,unknown_repo,0,4,unknown_class,unparsed
1e2bce2a8b85aec464f14106406026a2100f726a,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/netplex_json-smart-v1_netplex_json-smart-v1_net.minidev.json.test.strict64TestExcessiveComma.code,unknown_repo,0,4,unknown_class,unparsed
0bbc08ee138121299c91e03271d2114f50e43fa0,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/my2iu_Jinq_my2iu_Jinq_org.jinq.jpa.jpqlquery151AggregateFunctionExpression.code,unknown_repo,0,4,unknown_class,unparsed
db51c8d825322ba387822bff1c7a9c2480f4b46f,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/naver_pinpoint_naver_pinpoint_com.navercorp.pinpoint.profiler.context.provider.thrift3512TcpDataSenderProvider.code,unknown_repo,0,4,unknown_class,unparsed
58624f437b7d254060bdcdc7917d58062f4a6222,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Positive/fcrepo3_gsearch_fcrepo3_gsearch_dk.defxws.fedoragsearch.server2URIResolverImpl.code,unknown_repo,1,4,unknown_class,unparsed
80822bb2900151473323f00cc8554cc5120f3e25,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/spring-projects_spring-restdocs_spring-projects_spring-restdocs_org.springframework.restdocs.operation.preprocess264Preprocessors.code,unknown_repo,0,4,unknown_class,unparsed
ea10114333afc0a74f36d45e3f57c6ec115e345c,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/cping_RipplePower_cping_RipplePower_org.ripple.bouncycastle.jcajce1609Builder.code,unknown_repo,0,4,unknown_class,unparsed
0be3b9ef5c15bc421f79b202356ccd787076fd8e,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/att_XACML_att_XACML_com.att.research.xacmlatt.pdp.test.conformance626ConformancePIPEngine.code,unknown_repo,0,4,unknown_class,unparsed
aadfe2fdb87f964f6028b5dc0c08b5b9369779a1,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/marklogic_java-client-api_marklogic_java-client-api_com.marklogic.client.type1679XsGYearVal.code,unknown_repo,0,4,unknown_class,unparsed
c11daddd4df33ec7783f28f6493fefd6174bdf28,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/apache_incubator-wave_apache_incubator-wave_org.waveprotocol.wave.model.experimental.schema2611DefinitionHandler.code,unknown_repo,0,4,unknown_class,unparsed
ab81b6130e06e3d8120e25235a1121bd618eb33d,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Positive/red5_red5-hls-plugin_red5_red5-hls-plugin_test3PlayListTest.code,unknown_repo,1,4,unknown_class,unparsed
b2419a7ed69c732ca11434fef076964cd57ed55e,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Positive/tootedom_related_tootedom_related_org.greencheek.related.searching.responseprocessing.resultsconverter4FrequentlyRelatedSearchResultsConverterTest.code,unknown_repo,1,4,unknown_class,unparsed
51743b364d3b2f205d71ccd91eeeadec506117e9,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/totalvoidness_cryptomator_totalvoidness_cryptomator_org.cryptomator.ui.mainwindow131Builder.code,unknown_repo,0,4,unknown_class,unparsed
e229bbe45bae5ea989873e253658d1ea02ead5f1,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/buremba_rakam_buremba_rakam_org.rakam.analysis.realtime133RealTimeHttpService.code,unknown_repo,0,4,unknown_class,unparsed
3c311a9584eb32117d4321a499e81c8e835b5541,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/grpc_grpc-java_grpc_grpc-java_io.grpc141InternalMetadata.code,unknown_repo,0,4,unknown_class,unparsed
50f45cdb70965f7e12da40e8ce17eb4f983f2b6f,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/fcrepo3_fcrepo_fcrepo3_fcrepo_org.fcrepo.server.journal.readerwriter.singlefile607SingleFileJournalWriter.code,unknown_repo,0,4,unknown_class,unparsed
30a227c277c603f3b77a5c7171887b35e35ac321,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/xvik_generics-resolver_xvik_generics-resolver_ru.vyarus.java.generics.resolver.support.array44GenericArrayDeclarations.code,unknown_repo,0,4,unknown_class,unparsed
d90c7096dd1db99441102cc7b9e2253465feca6d,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/marklogic_java-client-api_marklogic_java-client-api_com.marklogic.client.io.marker1183QuadsWriteHandle.code,unknown_repo,0,4,unknown_class,unparsed
0cd83964866472e16fb0017552044618c50fcd4f,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/xvik_dropwizard-guicey_xvik_dropwizard-guicey_ru.vyarus.dropwizard.guice.module.context.option.internal146OptionHolder.code,unknown_repo,0,4,unknown_class,unparsed
c0be71a357c5903188bea97bf9a098c4e75895b1,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/shouldit_android-proxy_shouldit_android-proxy_android.net.wifi9TxPacketCountListener.code,unknown_repo,0,4,unknown_class,unparsed
ee7401aabe8b4aab22cae832b30acde973e83eaa,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/oodrive_eguan_oodrive_eguan_org.jscsi.target.util1328ReadWriteTest.code,unknown_repo,0,4,unknown_class,unparsed
0f64d12b7631de490214c4b6626e549e7d81ae9a,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/cglib_cglib_cglib_cglib_net.sf.cglib.core48CodeGenerationException.code,unknown_repo,0,4,unknown_class,unparsed
63748d6cc1dc045af7d0f89361b77bb0c9c3fbbe,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/ic3fox_jawr-main-repo_ic3fox_jawr-main-repo_net.jawr.web.resource.bundle.generator139AbstractCSSGenerator.code,unknown_repo,0,4,unknown_class,unparsed
eec1075935fa2c8fb3aeb33a96c643b5294131ea,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Positive/apache_incubator-wave_apache_incubator-wave_org.waveprotocol.wave.model.wave94WaveletTestBase.code,unknown_repo,1,4,unknown_class,unparsed
71c4c92d7fd4d54f500128e300c16c4585103254,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/tuguangquan_mybatis_tuguangquan_mybatis_org.apache.ibatis.cache.decorators68WeakCache.code,unknown_repo,0,4,unknown_class,unparsed
c5c64de03181b56cb9e3665e5b636ee76f59d288,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/247687009_soa_247687009_soa_io.goudai.soa.core10SoaService.code,247687009,0,4,unknown_class,unparsed
08aec107196a64a3070a09ed030072990e29121b,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/spring-projects_spring-data-examples_spring-projects_spring-data-examples_example.model201Customer1170.code,unknown_repo,0,4,unknown_class,unparsed
d643461bd69208605c5fb15febee3c2ae061cc58,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/mozilla_j2me.js_mozilla_j2me.js_gfx1192DrawSubstringWithEmojiTest.code,unknown_repo,0,4,unknown_class,unparsed
3d76129082eea65c82189beeadb0a4e190b2c3ff,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/apache_incubator-wave_apache_incubator-wave_org.waveprotocol.box.server.robots299OperationContextImpl.code,unknown_repo,0,4,unknown_class,unparsed
a059e17ace9a2abac92dd592948002b3478b3046,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/cybergarage_cybergarage-upnp_cybergarage_cybergarage-upnp_org.cybergarage.upnp.control93ActionListener.code,unknown_repo,0,4,unknown_class,unparsed
2768907dce43279862fe4bccfdf40351df03e998,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/v5developer_maven-framework-project_v5developer_maven-framework-project_net.aimeizi.cxf.rest.ws.service23BookService.code,unknown_repo,0,4,unknown_class,unparsed
b7fac3ca325758c6f7c2b411452545bbe38ded91,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/bruno-medeiros_DDT_bruno-medeiros_DDT_dtool.ast.definitions57DeclarationEnum.code,unknown_repo,0,4,unknown_class,unparsed
eaf15be82f02bd58802a6f157c35add0dc8b3f04,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/justinsb_cloudata_justinsb_cloudata_com.cloudata.btree123ByteBuffers.code,unknown_repo,0,4,unknown_class,unparsed
31e53fe22089fde53d21ca0086ab70c81c223543,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Positive/etao-open-source_cube-sdk_etao-open-source_cube-sdk_in.srain.cube.views.block0BlockListView.code,unknown_repo,1,4,unknown_class,unparsed
2602585ea40aaa2f2ba703516866ea00a54af76d,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/vert-x3_vertx-codegen_vert-x3_vertx-codegen_io.vertx.test.codegen.testapi289MethodWithInvalidFunctionParam3.code,unknown_repo,0,4,unknown_class,unparsed
9d61055716867e0c963f35441e38597e9edbc625,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/lightblue-platform_lightblue-core_lightblue-platform_lightblue-core_com.redhat.lightblue.query556NaryFieldRelationalExpression.code,unknown_repo,0,4,unknown_class,unparsed
b6879521305c99815962388ceb92301a563426ca,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/vanita5_twittnuker_vanita5_twittnuker_de.vanita5.microblog.library.mastodon.model54Instance.code,unknown_repo,0,4,unknown_class,unparsed
9cb3c00ccc33862ffcb34730bd0f9828d659cfe3,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/bardsoftware_ganttproject_bardsoftware_ganttproject_net.sourceforge.ganttproject300TaskManagerConfigImpl.code,unknown_repo,0,4,unknown_class,unparsed
1486e03f7833d972283769a72c1aef54c285617b,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/HubSpot_jinjava_HubSpot_jinjava_com.hubspot.jinjava.lib.exptest133IsOddExpTest.code,unknown_repo,0,4,unknown_class,unparsed
5b3cf819f92eb8adc238b1f64a0884b89e1d9e51,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/iipc_webarchive-commons_iipc_webarchive-commons_org.archive.io161GenericReplayCharSequence.code,unknown_repo,0,4,unknown_class,unparsed
ba112ef9e74dcdfb6cd6d33292e93d6d7f86e13f,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/twitter_cloudhopper-commons_twitter_cloudhopper-commons_com.cloudhopper.commons.util150FileNameDateTimeComparator.code,unknown_repo,0,4,unknown_class,unparsed
9c79b39de1c04aa73f4f447bef362f0169dae55a,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Positive/neuroph_master_neuroph_master_org.neuroph.netbeans.classificationsample18MultiLayerPerceptronClassificationSamplePanel.code,unknown_repo,1,4,unknown_class,unparsed
3da1a2d31e285304479c949d05b6077c01c7a591,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/SpoutDev_Vanilla_SpoutDev_Vanilla_org.spout.vanilla.protocol.msg.auth905EncryptionKeyResponseMessage.code,unknown_repo,0,4,unknown_class,unparsed
b961ea53a1036cba4de6171ac104cd5f52c2fdf3,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/brendano_arkref_brendano_arkref_arkref.ext.fig.basic116TVMap.code,unknown_repo,0,4,unknown_class,unparsed
ca1adbd53997cb9df5f0d23e116f66e0124b6ace,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/shilad_wikibrain_shilad_wikibrain_org.wikibrain.core.lang151TestLangStorage.code,unknown_repo,0,4,unknown_class,unparsed
0df293d4b6bc7b6a414f9b2f6a3968c295427652,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/SnippingToolPlusPlus_SnippingToolPlusPlus_SnippingToolPlusPlus_SnippingToolPlusPlus_com.shaneisrael.st.ui41AboutFrame.code,unknown_repo,0,4,unknown_class,unparsed
c0f1a6aaa0c0dfd808932effd445b959e82f5f46,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Positive/naver_pinpoint_naver_pinpoint_com.navercorp.pinpoint.hbase.schema.service9HbaseSchemaServiceImpl.code,unknown_repo,1,4,unknown_class,unparsed
f2f91bddf19a06dd67f707d02c5b6e7c4308925c,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/ceskaexpedice_kramerius_ceskaexpedice_kramerius_cz.incad.Kramerius.exts.menu.context258ContextMenu.code,unknown_repo,0,4,unknown_class,unparsed
c8c2f204eb1ddee637c1137bf82a8295b5cf8f3f,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/apache_struts_apache_struts_org.apache.struts2.el.parser1130AstMinus.code,unknown_repo,0,4,unknown_class,unparsed
348119eeb4931cdf0ea9eb37ed5fe323dd33db38,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Positive/glazedlists_glazedlists_glazedlists_glazedlists_ca.odell.glazedlists.matchers33CompositeMatcherEditorTest.code,unknown_repo,1,4,unknown_class,unparsed
fdd5e6ebdb35c7a5bc4ab00dcd5d3e880e0feaa2,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Positive/glazedlists_glazedlists_glazedlists_glazedlists_ca.odell.glazedlists12SortedListTest.code,unknown_repo,1,4,unknown_class,unparsed
03f90bfd5d6115f3fc8340e3b7216abbf8a4faa0,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Positive/SpoutDev_Vanilla_SpoutDev_Vanilla_org.spout.vanilla.command0AdministrationCommands.code,unknown_repo,1,4,unknown_class,unparsed
c4912012fa08ecfa1485c09f003e98c740bda743,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/vert-x3_vertx-codegen_vert-x3_vertx-codegen_io.vertx.codegen.testmodel128SuperInterface1.code,unknown_repo,0,4,unknown_class,unparsed
39001eb42111923cde6ad34f05074ef204e6eb9f,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/BlueBrain_bluima_BlueBrain_bluima_ch.epfl.bbp.shaded.opennlp.tools.parser212ParserEventStream.code,unknown_repo,0,4,unknown_class,unparsed
e51506ca94425cdaef16ffe5c8435e3dbdddae05,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.master.balancer1332BalancerChore.code,unknown_repo,0,4,unknown_class,unparsed
d6b14a1de84d4bff3c03992c7bfd7ce00baf6341,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Positive/mini2Dx_mini2Dx_mini2Dx_mini2Dx_org.mini2Dx.libgdx21LibgdxGraphicsTest.code,unknown_repo,1,4,unknown_class,unparsed
d1f7dd1c2a43f5b0955a21cd28eec21d4e6f1ed1,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Negative/stagemonitor_stagemonitor_stagemonitor_stagemonitor_org.stagemonitor.tracing.wrapper487SpanWrappingTracer.code,unknown_repo,0,4,unknown_class,unparsed
8d855d03073ab38bc60e21859e1ecd8dd409d32c,/home/opesai/Downloads/CodeSmells/data/training_data_java/FeatureEnvy.7z,FeatureEnvy/Positive/kristian-lange_MechArg_kristian-lange_MechArg_controllers.gui.useraccess8BatchesUserAccessTest.code,unknown_repo,1,4,unknown_class,unparsed
