sample_id,split,label,member_name,class_name,class_context_added,token_length,cached_length,is_truncated
ba23004b568e108261ed7d1e6b3b2ed639689a78,train,0,FeatureEnvy/Negative/srikalyc_Sql4D_srikalyc_Sql4D_com.yahoo.sql4d.converter17druidGLexer.code,unknown_class,False,31797,512,True
f68f18b3b6c84b87d533ef4ab11c7ecb11790549,train,1,FeatureEnvy/Positive/gid15_jpcsp_gid15_jpcsp_jpcsp2MainGUI.code,unknown_class,False,31682,512,True
fa1976526f5ffbd71b0c67c19f70697e234d79dd,train,1,FeatureEnvy/Positive/wso2_product-esb_wso2_product-esb_org.wso2.carbon.esb.mediator.test.send70SendIntegrationTestCase.code,unknown_class,False,30180,512,True
5f90daa1e620d49c0a1399dc5d52d1cef92c561a,train,0,FeatureEnvy/Negative/operasoftware_operaprestodriver_operasoftware_operaprestodriver_com.opera.core.systems.scope.protos363NodeInfo.code,unknown_class,False,29217,512,True
613ce8cc7dfdcefdf23490416c786a18a9ec97bd,train,0,FeatureEnvy/Negative/bitcoin-solutions_multibit-hardware_bitcoin-solutions_multibit-hardware_com.google.protobuf47UninterpretedOption.code,unknown_class,False,29004,512,True
390de81e2a9af67e43d3f2d3d3e6ede1a708e1d0,val,0,FeatureEnvy/Negative/wendykierp_JTransforms_wendykierp_JTransforms_org.jtransforms.dht27FloatDHT_3D.code,unknown_class,False,27181,512,True
09b95989f9309f226d4f38d8f073835f5ff6096f,train,1,FeatureEnvy/Positive/cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.master50AssignmentManager.code,unknown_class,False,26274,512,True
6188bc281935298b9374c8b610d457067464e134,test,1,FeatureEnvy/Positive/allanbank_mongodb-async-driver_allanbank_mongodb-async-driver_com.allanbank.mongodb.client.connection.socket4AbstractTransportConnectionTestCases.code,unknown_class,False,26243,512,True
ebe417a2036653da07a259d6b7baf1aa83c48eab,train,1,FeatureEnvy/Positive/gid15_jpcsp_gid15_jpcsp_jpcsp.media.codec.aac36AacDecoder.code,unknown_class,False,25821,512,True
180b13198472be457e594965d385e8e47bb27815,train,1,FeatureEnvy/Positive/lemire_RoaringBitmap_lemire_RoaringBitmap_org.roaringbitmap0RoaringBitmap.code,unknown_class,False,25269,512,True
2e61840ccb356f34664ce0696870cdb2898c5741,train,0,FeatureEnvy/Negative/jansorg_BashSupport_jansorg_BashSupport_com.ansorgit.plugins.bash.lang.lexer211BashLexerTest.code,unknown_class,False,24080,512,True
167b264157a0a361b312925cbbb1f5a6772cc4a2,train,0,FeatureEnvy/Negative/att_XACML_att_XACML_com.att.research.xacmlatt.pdp.std.functions585FunctionDefinitionHigherOrderBagTest.code,unknown_class,False,23757,512,True
63c1c8cada54ed1fe7d417ac4efe610af17de59d,train,0,FeatureEnvy/Negative/OpenHFT_Chronicle-Wire_OpenHFT_Chronicle-Wire_net.openhft.chronicle.wire49BinaryWire.code,unknown_class,False,23381,512,True
d6f631f64bd7303e287a2c436207143b95df5f92,train,1,FeatureEnvy/Positive/psaravan_JamsMusicPlayer_psaravan_JamsMusicPlayer_com.jams.music.player.Services3AudioPlaybackService.code,unknown_class,False,23167,512,True
3288dd517d8a41eb002ec91c682c332fa5eabdcc,test,0,FeatureEnvy/Negative/pavel4n_wowdoge.org_pavel4n_wowdoge.org_org.bitcoinj.wallet395Wallet.code,unknown_class,False,22744,512,True
298f8d815530da72bd5130ffdf855a39f7a09810,test,1,FeatureEnvy/Positive/freenet_fred_freenet_fred_freenet.node23FNPPacketMangler.code,unknown_class,False,22602,512,True
ae637ff9eef9493f0655c8a41fb61781ee110631,test,0,FeatureEnvy/Negative/Evolveum_midpoint_Evolveum_midpoint_com.evolveum.midpoint.schema.xjc.schema2671SchemaProcessor.code,unknown_class,False,21794,512,True
a9fe05f4342e101028ef8c75cad910ce42a903ec,train,1,FeatureEnvy/Positive/cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.filter34TestFilter.code,unknown_class,False,21635,512,True
0dc1840fe6606c9fd45ac7e423c0907a6a0d3337,train,0,FeatureEnvy/Negative/openlvc_portico_openlvc_portico_hlaunit.hla13.common590Test13Federate.code,unknown_class,False,21331,512,True
be256ae3f7c87a4e458f2960c3203c0b359f041a,val,1,FeatureEnvy/Positive/gid15_jpcsp_gid15_jpcsp_jpcsp.HLE.modules28sceDisplay.code,unknown_class,False,21009,512,True
9f7fb688fa7772fb61f1380900723794fdd07e2b,test,0,FeatureEnvy/Negative/rocketscience-projects_javaslang_rocketscience-projects_javaslang_io.vavr.collection190AbstractSeqTest.code,unknown_class,False,20744,512,True
0d6cc93bb1f3f55ceaba985c561746d5b4b6f2d4,val,0,FeatureEnvy/Negative/marklogic_java-client-api_marklogic_java-client-api_com.marklogic.client.impl1110XsValueImpl.code,unknown_class,False,19921,512,True
aa2186fcfde0a018b4a15d7be0be0f523f82689f,val,1,FeatureEnvy/Positive/mucommander_mucommander_mucommander_mucommander_com.mucommander.commons.file4AbstractFile.code,unknown_class,False,19534,512,True
183983aa98ee71ffa0dccf75d75611b0741c0379,train,1,FeatureEnvy/Positive/apache_olingo-odata4_apache_olingo-odata4_myservice.mynamespace.service0DemoEntityProcessor.code,unknown_class,False,19493,512,True
a4b3d3f69cb6e8d9660313915bff9e12a9ffeb94,train,1,FeatureEnvy/Positive/BlueBrain_bluima_BlueBrain_bluima_edu.psu.seersuite.extractors.tableextractor.extraction8BoxTableExtractor.code,unknown_class,False,18750,512,True
38899383b180cc25bc55981b60a6f6d0fcec88c1,train,1,FeatureEnvy/Positive/tectonicus_tectonicus_tectonicus_tectonicus_tectonicus3TileRenderer.code,unknown_class,False,18657,512,True
0eb471e76b92bf267ad7aacc98567450a8a38a05,train,0,FeatureEnvy/Negative/google_cap-library_google_cap-library_com.google.publicalerts.cap2Alert.code,unknown_class,False,18606,512,True
5e8e616ead332c178fdd6a4fba756bcfc2fee2ae,train,1,FeatureEnvy/Positive/opendaylight_controller_opendaylight_controller_org.opendaylight.controller.cluster.raft8RaftActorServerConfigurationSupportTest.code,unknown_class,False,18402,512,True
04185355a4568fe01c548f1de51633bc69f9af80,train,1,FeatureEnvy/Positive/freenet_fred_freenet_fred_freenet.node29NodeClientCore.code,unknown_class,False,18259,512,True
3ef256be305d6ead972752fd4646d17b64d1b4cf,train,0,FeatureEnvy/Negative/gosu-lang_gosu-lang_gosu-lang_gosu-lang_gw.internal.gosu.parser1192ParserBase.code,unknown_class,False,18072,512,True
fd653b780cf382f83ca748c59276d2c69d987283,val,1,FeatureEnvy/Positive/gid15_jpcsp_gid15_jpcsp_jpcsp.media.codec.atrac3plus37ChannelUnit.code,unknown_class,False,18039,512,True
68b4c4cd34c1fd4738ef5c35f04492aa14bde8b1,train,1,FeatureEnvy/Positive/apache_incubator-blur_apache_incubator-blur_org.apache.blur.thrift21BlurControllerServer.code,unknown_class,False,18012,512,True
0cd3f1d8d5317a9485f599b1e02a56d428462640,train,1,FeatureEnvy/Positive/marklogic_java-client-api_marklogic_java-client-api_com.marklogic.client.dataservices7CallManagerImpl.code,unknown_class,False,17984,512,True
c3e04b8c38e28fbc53f5490fd4d2e0d4ebfffd0f,train,1,FeatureEnvy/Positive/ctron_package-drone_ctron_package-drone_org.apache.jasper.compiler2GenerateVisitor.code,unknown_class,False,17959,512,True
2adeecf3d524b632a634ee3f9544e61d787e9446,train,0,FeatureEnvy/Negative/Clashsoft_Dyvil_Clashsoft_Dyvil_dyvilx.tools.asm146MethodWriter.code,unknown_class,False,17891,512,True
b13632a797a908b82417b6a0643cc2a4ce562056,train,0,FeatureEnvy/Negative/google_truth_google_truth_com.google.common.truth87IterableSubjectCorrespondenceTest.code,unknown_class,False,17416,512,True
f4ea451fed2f81f8bee7700de6a11f8e87c1c3a9,train,0,FeatureEnvy/Negative/chaupal_jxse_chaupal_jxse_net.jxta.platform1000NetworkConfigurator.code,unknown_class,False,17064,512,True
f9fa195f9c0f698c165eca0e19d6e31a9438cc60,train,1,FeatureEnvy/Positive/mobile-event-processing_Asper_mobile-event-processing_Asper_com.espertech.esper.regression.epl122Test7StreamOuterJoin.code,unknown_class,False,16904,512,True
dce6d24184a48952d8332719d34f8fc62f3097e1,test,1,FeatureEnvy/Positive/federicoiosue_Omni-Notes_federicoiosue_Omni-Notes_it.feio.android.omninotes0DetailFragment.code,unknown_class,False,16847,512,True
7ed2957ffb22ec0a5d65ca65519db3874170c213,train,0,FeatureEnvy/Negative/acciente_oacc-core_acciente_oacc-core_com.acciente.oacc80TestAccessControl_hasResourceCreatePermissions.code,unknown_class,False,16567,512,True
c6470fc2cfdae9f63da21855c0afdd888f03d7a5,train,0,FeatureEnvy/Negative/apache_tajo_apache_tajo_org.apache.tajo.util2098Bytes.code,unknown_class,False,16527,512,True
ee90f7d7d84ac90022ffc01689eb8bfb9b0dbbe3,train,1,FeatureEnvy/Positive/mobile-event-processing_Asper_mobile-event-processing_Asper_com.espertech.esper.regression.context91TestContextNested.code,unknown_class,False,16506,512,True
9448909d8f5572a7de374ebd707cc96a728fb564,train,0,FeatureEnvy/Negative/Evolveum_midpoint_Evolveum_midpoint_com.evolveum.midpoint.model.intest.rbac1065TestAssignmentValidity.code,unknown_class,False,16477,512,True
69d7461b21f218119c2bfdffc057755608cfb6f6,val,1,FeatureEnvy/Positive/mucommander_mucommander_mucommander_mucommander_com.mucommander.commons.file5AbstractFileTest.code,unknown_class,False,16429,512,True
ecef42192a55a345b09f0aa06109e610c473955f,train,1,FeatureEnvy/Positive/OpenHFT_Chronicle-Map_OpenHFT_Chronicle-Map_net.openhft.chronicle.map0ChronicleMapTest.code,unknown_class,False,16029,512,True
fd7cd3c7ca2b8b8ab3cac02fb9d5cc2b899badc1,train,0,FeatureEnvy/Negative/lyogavin_Pistachio_lyogavin_Pistachio_com.yahoo.ads.pb.network.netty106Builder.code,unknown_class,False,15984,512,True
911970ba87968457a91288ff54d1dded72e3b00e,train,0,FeatureEnvy/Negative/apache_knox_apache_knox_org.apache.knox.gateway.topology.discovery.ambari1171AmbariServiceDiscoveryTest.code,unknown_class,False,15750,512,True
3cd6933d0f5c174002aeae5b1968c4d2462cabed,train,1,FeatureEnvy/Positive/cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.client14TestAdmin.code,unknown_class,False,15641,512,True
5ac79ba44f3c80f271ae4d80eea2d9fbcf68bfb6,train,1,FeatureEnvy/Positive/lemire_RoaringBitmap_lemire_RoaringBitmap_org.roaringbitmap.buffer4ImmutableRoaringBitmap.code,unknown_class,False,15615,512,True
ce7342f29fef680e342f399cad1127c90cca9fe5,train,1,FeatureEnvy/Positive/mobile-event-processing_Asper_mobile-event-processing_Asper_com.espertech.esper.regression.view160TestPreviousFunction.code,unknown_class,False,15548,512,True
2212465f7314895ea7f8d0e7ecc6abd9824882a3,train,0,FeatureEnvy/Negative/ReactiveX_RxJava_ReactiveX_RxJava_io.reactivex.rxjava3.internal.operators.flowable838FlowableZipTest.code,unknown_class,False,15490,512,True
34f6b30471780e3580f401c6152f6bd4374592ed,test,1,FeatureEnvy/Positive/freenet_fred_freenet_fred_freenet.node.updater42NodeUpdateManager.code,unknown_class,False,15341,512,True
9d38eb15561d871703f4e4e5bd4a79c5d05e65b2,train,0,FeatureEnvy/Negative/apache_incubator-blur_apache_incubator-blur_org.apache.blur.thrift.generated1498query.code,unknown_class,False,15308,512,True
14263c852215ab7394a8933a19eff4360b7b3ad1,val,0,FeatureEnvy/Negative/cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.protobuf.generated2039UpdateFavoredNodesRequest.code,unknown_class,False,15254,512,True
ca7ba92f49132a1f379220acc3dd977d17babd85,train,1,FeatureEnvy/Positive/rapidminer_rapidminer_rapidminer_rapidminer_com.rapidminer.gui2MainFrame.code,unknown_class,False,15149,512,True
7d6471485740cea74529e5252de14c3dc2dbe088,train,0,FeatureEnvy/Negative/apache_struts_apache_struts_com.opensymphony.xwork2.ognl391OgnlValueStackTest.code,unknown_class,False,15035,512,True
c2c7a4f1ff939a7735af29a1bce84bb151a1021f,train,1,FeatureEnvy/Positive/trade-manager_trade-manager_trade-manager_trade-manager_org.trade.ui6TradeMainControllerPanel.code,unknown_class,False,14959,512,True
5f51dc86fff04bcecb7e65c4ec452fca293d7ffa,train,1,FeatureEnvy/Positive/glazedlists_glazedlists_glazedlists_glazedlists_ca.odell.glazedlists13TreeList.code,unknown_class,False,14520,512,True
15c1c45ab90dddab2792914b3ec0f9d3f711dab9,train,1,FeatureEnvy/Positive/rundeck_rundeck_rundeck_rundeck_com.dtolabs.rundeck.core.utils6TestNodeSet.code,unknown_class,False,14353,512,True
7c626c8d06dd27dd1f5b4c8758c6f47e4de8f329,train,0,FeatureEnvy/Negative/cloud-software-foundation_c5_cloud-software-foundation_c5_org.apache.hadoop.hbase.master1292SplitLogManager.code,unknown_class,False,14106,512,True
c9ca723b2b6c762b6d11e0aa603a33373ad22366,train,1,FeatureEnvy/Positive/aporter_coursera-android_aporter_coursera-android_com.android.music0MediaPlaybackService.code,unknown_class,False,14050,512,True
e7a923c3f6ea1c6d80c82b532789e04cb0e329f0,train,1,FeatureEnvy/Positive/allanbank_mongodb-async-driver_allanbank_mongodb-async-driver_com.allanbank.mongodb.client0ClientImplTest.code,unknown_class,False,13985,512,True
4e0484fe07f9c717d9cc7228cc64c540526c6aa5,train,0,FeatureEnvy/Negative/orangesignal_orangesignal-csv_orangesignal_orangesignal-csv_com.orangesignal.csv.manager266CsvLoader.code,unknown_class,False,13960,512,True
6fe348692300d55cf6062fc4f84d353837699196,train,1,FeatureEnvy/Positive/jphp-compiler_jphp_jphp-compiler_jphp_php.runtime.env8Environment.code,unknown_class,False,13897,512,True
6424f90b023871b3fafea7b4ee1134a94f1b3a0f,train,0,FeatureEnvy/Negative/apache_uima-uimafit_apache_uima-uimafit_org.apache.uima.fit.util306JCasUtilTest.code,unknown_class,False,13873,512,True
6b3139e73c0541796f676c96ce75f79224b802e1,val,1,FeatureEnvy/Positive/aparapi_aparapi_aparapi_aparapi_com.amd.aparapi.internal.kernel0KernelRunner.code,unknown_class,False,13840,512,True
731f565ffcde2b3acd01c841104bcbf8082596c8,val,1,FeatureEnvy/Positive/mobile-event-processing_Asper_mobile-event-processing_Asper_com.espertech.esper.regression.view156TestOutputLimitEventPerGroup.code,unknown_class,False,13829,512,True
74019d31b102c74a06fb9b32f3d2ca1aa52570dd,train,0,FeatureEnvy/Negative/google_guava_google_guava_com.google.common.collect1070Range.code,unknown_class,False,13687,512,True
63e158f5a9d9297426e3eb07f8c8fd1a110d9fee,train,1,FeatureEnvy/Positive/addthis_hydra_addthis_hydra_com.addthis.hydra.minion16JobTask.code,unknown_class,False,13574,512,True
e63c432010e2d16a464cc35373ff48f8119cf4f1,train,1,FeatureEnvy/Positive/rapidminer_rapidminer_rapidminer_rapidminer_com.rapidminer.operator.io48AbstractDataReader.code,unknown_class,False,13555,512,True
b64b069a395302de30015f38e930258dc8795ce0,test,1,FeatureEnvy/Positive/MER-C_wiki-java_MER-C_wiki-java_org.wikipedia5WikiTest.code,unknown_class,False,13533,512,True
2649cda76692ccd4bee8b060ea987bc3c392213f,test,1,FeatureEnvy/Positive/fesh0r_fernflower_fesh0r_fernflower_(default package)0a3.code,unknown_class,False,13475,512,True
facba6a0a88db303b572dbfe5269c2253f45dfff,train,0,FeatureEnvy/Negative/google_closure-templates_google_closure-templates_com.google.template.soy.jssrc.internal751GenJsCodeVisitorTest.code,unknown_class,False,13445,512,True
e1ef752b2f90990e0adc03d806939102a8d907ba,train,0,FeatureEnvy/Negative/searchisko_elasticsearch-river-remote_searchisko_elasticsearch-river-remote_org.jboss.elasticsearch.river.remote5CronExpression.code,unknown_class,False,13388,512,True
fdd5e6ebdb35c7a5bc4ab00dcd5d3e880e0feaa2,train,1,FeatureEnvy/Positive/glazedlists_glazedlists_glazedlists_glazedlists_ca.odell.glazedlists12SortedListTest.code,unknown_class,False,13363,512,True
b9de7053e550c1227d1b1c94e355cb6ee40fe52e,train,1,FeatureEnvy/Positive/aparapi_aparapi_aparapi_aparapi_com.amd.aparapi.internal.model1MethodModel.code,unknown_class,False,13266,512,True
a68eac7d11fb992e45292b3a262aff978395ad38,test,1,FeatureEnvy/Positive/igniterealtime_jxmpp_igniterealtime_jxmpp_org.jxmpp.jid.impl0JidCreate.code,unknown_class,False,13209,512,True
b26a8dab1f6213128dea6e1cee727929afaa08b6,test,1,FeatureEnvy/Positive/mucommander_mucommander_mucommander_mucommander_com.mucommander.ui.main.table25FileTable.code,unknown_class,False,13086,512,True
6d1c238b337da83c44bdeccc7c7d8e1adb38c36a,train,1,FeatureEnvy/Positive/midonet_midonet_midonet_midonet_org.midonet.cluster.rest_api.network18TestPort.code,unknown_class,False,13071,512,True
1647b192e614f7afc9d316ffba63be011df21033,train,1,FeatureEnvy/Positive/GlobalNOC_FlowSpaceFirewall_GlobalNOC_FlowSpaceFirewall_edu.iu.grnoc.flowspace_firewall0ProxyTest.code,unknown_class,False,13056,512,True
b086b331d014e5a3b3d12b644308b56200be35f6,train,0,FeatureEnvy/Negative/marklogic_java-client-api_marklogic_java-client-api_com.marklogic.client.expression322MathExpr.code,unknown_class,False,12992,512,True
b59031c3cc74e6b9d7c1906c19012438e7924c24,train,1,FeatureEnvy/Positive/USC-NSL_PUMA_USC-NSL_PUMA_nsl.stg.tests0LaunchApp.code,unknown_class,False,12925,512,True
ce7cef7416c785800e146eb117493d0340298914,train,1,FeatureEnvy/Positive/benhysell_V.FlyoutTest_benhysell_V.FlyoutTest_android.support.v4.widget4ViewDragHelper.code,unknown_class,False,12816,512,True
f7ab71382527f6fc1c02e61d902bdde8b0935733,val,1,FeatureEnvy/Positive/mozilla_j2me.js_mozilla_j2me.js_com.sun.cdc.io.j2me.file12Protocol.code,unknown_class,False,12798,512,True
982aa9555fdc139be379bc3f430c3d3adbe5ee39,train,1,FeatureEnvy/Positive/cping_RipplePower_cping_RipplePower_org.ripple.power.command115ROCScript.code,unknown_class,False,12767,512,True
9e5db660418fec00d3842da599bcbc873142361b,train,1,FeatureEnvy/Positive/freenet_fred_freenet_fred_freenet.node25LocationManager.code,unknown_class,False,12682,512,True
c2c4fd19e16fd0420c1b3fd557e4ab0a5c5f4141,train,0,FeatureEnvy/Negative/scriptella_scriptella-etl_scriptella_scriptella-etl_scriptella.driver.ldap.ldif138LdifReaderTest.code,unknown_class,False,12604,512,True
5a96910d9e7a9a44c8b1c090284bd4c55a24e208,train,1,FeatureEnvy/Positive/federicoiosue_Omni-Notes_federicoiosue_Omni-Notes_it.feio.android.omninotes1ListFragment.code,unknown_class,False,12579,512,True
c06168e671dc2f2e7361c01593f767e26eb363f0,train,0,FeatureEnvy/Negative/nekopanda_logbook_nekopanda_logbook_logbook.gui.logic169CreateReportLogic.code,unknown_class,False,12562,512,True
a4dee30384138fdbcfe68fcabda9bcad8b089112,train,0,FeatureEnvy/Negative/cping_RipplePower_cping_RipplePower_org.ripple.power.utils3372HttpRequest.code,unknown_class,False,12504,512,True
139e1142859da81241f56b92a934cb6842b47cad,test,1,FeatureEnvy/Positive/igniterealtime_Spark_igniterealtime_Spark_net.java.sipmack.sip3SipManager.code,unknown_class,False,12477,512,True
7fa659f136d29608649d632a703910680352a3d0,test,1,FeatureEnvy/Positive/mobile-event-processing_Asper_mobile-event-processing_Asper_com.espertech.esper.regression.context90TestContextInitatedTerminated.code,unknown_class,False,12462,512,True
6d757e61ad1444f79255ea77f27d8a2ff2bc5228,train,1,FeatureEnvy/Positive/oodrive_eguan_oodrive_eguan_io.eguan.dtx6TransactionManager.code,unknown_class,False,12446,512,True
d9872a8022c2a56321d8865cf7bd57493d9c9895,test,1,FeatureEnvy/Positive/EugeneKay_subsonic_EugeneKay_subsonic_org.libresonic.player.service32SettingsService.code,unknown_class,False,12418,512,True
b3e2423b9a6c5dd53f3d10bafa4ee44cc3f31a97,train,1,FeatureEnvy/Positive/apache_incubator-blur_apache_incubator-blur_org.apache.blur.manager7IndexManager.code,unknown_class,False,12386,512,True
2b6b3256c40f338795fc57244e571515ffb5c3be,val,1,FeatureEnvy/Positive/FenixEdu_fenixedu-academic_FenixEdu_fenixedu-academic_org.fenixedu.academic.ui.renderers.student.curriculum7StudentCurricularPlanRenderer.code,unknown_class,False,12377,512,True
47fd204fa9b8c113fc1be794d527b0c53f85f576,val,1,FeatureEnvy/Positive/edx_edx-app-android_edx_edx-app-android_org.edx.mobile.player3PlayerFragment.code,unknown_class,False,12309,512,True
82d1f6b337d02b5f1c2606d7a56cab19dc7120db,train,1,FeatureEnvy/Positive/rapidminer_rapidminer_rapidminer_rapidminer_com.rapidminer.gui.tools.syntax30JEditTextArea.code,unknown_class,False,12289,512,True
12c11230efc7197e7526298eb6b7d89395af771e,train,1,FeatureEnvy/Positive/wso2_MDM-Android-Agent_wso2_MDM-Android-Agent_com.actionbarsherlock.internal.widget3ActionBarView.code,unknown_class,False,12199,512,True
f2f7bf6fdbe96e7cd4255b47097bc133bfe6b7f2,train,0,FeatureEnvy/Negative/looly_hutool_looly_hutool_cn.hutool.http805HttpUtil.code,unknown_class,False,12104,512,True
9812495ef263e6342d51ac5fea6606958fae0e6b,train,0,FeatureEnvy/Negative/gosu-lang_gosu-lang_gosu-lang_gosu-lang_gw.spec.core.annotations.instances2564GeneratedCoreAnnotationInstancesOnTopLevelClassTest.code,unknown_class,False,12036,512,True
cf62d5cd377f27bdda02cb2dde0c1b9c34a44706,train,0,FeatureEnvy/Negative/eclipse_smarthome_eclipse_smarthome_org.eclipse.smarthome.automation.core.internal51RuleEngineImpl.code,unknown_class,False,12023,512,True
c458612d54d0205adabda0e3f737301d5f01f0f9,val,1,FeatureEnvy/Positive/graphaware_neo4j-timetree_graphaware_neo4j-timetree_com.graphaware.module.timetree0SingleTimeTreeTest.code,unknown_class,False,11980,512,True
17cab81d4c42dd2be9dd8d0d72b9e618901d67c6,train,0,FeatureEnvy/Negative/Evolveum_midpoint_Evolveum_midpoint_com.evolveum.midpoint.model.impl.lens719LensUtil.code,unknown_class,False,11978,512,True
ac6b785036a9c582b441bd1afea9310c21e914d7,train,1,FeatureEnvy/Positive/oodrive_eguan_oodrive_eguan_io.eguan.vvr.persistence.repository35TestRepositoryHistory.code,unknown_class,False,11976,512,True
357c5998332a1d06d3e3bd7b4322a4d20bafc225,train,1,FeatureEnvy/Positive/apache_olingo-odata4_apache_olingo-odata4_org.apache.olingo.server.core.uri.parser6UriParserTest.code,unknown_class,False,11960,512,True
5ce11b142c24225409d341243e9bcb84f7bd276d,train,0,FeatureEnvy/Negative/tlaukkan_zigbee4java_tlaukkan_zigbee4java_org.bubblecloud.zigbee28ZigBeeConsole.code,unknown_class,False,11898,512,True
c92b3bfcf6de04a10303bc4427a742334086bff3,train,1,FeatureEnvy/Positive/miho_JCSG_miho_JCSG_eu.mihosoft.jcsg.ext.quickhull3d2QuickHull3D.code,unknown_class,False,11692,512,True
c29ed339cee256e59dd54a069a7fa2698965cf2c,train,0,FeatureEnvy/Negative/datanucleus_datanucleus-core_datanucleus_datanucleus-core_org.datanucleus.enhancer.asm127SymbolTable.code,unknown_class,False,11587,512,True
f4a72e551a3bea2b0e7073a6a9807fe0ec62399f,train,1,FeatureEnvy/Positive/qcri-social_AIDR_qcri-social_AIDR_qa.qcri.aidr.manager.controller8TaggerController.code,unknown_class,False,11541,512,True
8ceb1f7e3ae037fb00a311e76317cd7a53f558af,val,0,FeatureEnvy/Negative/openhab_openhab2_openhab_openhab2_org.openhab.binding.digitalstrom.internal.lib.manager.impl719DeviceStatusManagerImpl.code,unknown_class,False,11523,512,True
974137100339e3a40b49f5cd5b92070e0078cb5c,train,1,FeatureEnvy/Positive/freenet_fred_freenet_fred_freenet.node27NewPacketFormat.code,unknown_class,False,11488,512,True
75fdd695b5e8365b8109a964c8c81eec6baa0a1e,train,0,FeatureEnvy/Negative/cernekee_ics-openconnect_cernekee_ics-openconnect_com.stericson.RootTools.internal85RootToolsInternalMethods.code,unknown_class,False,11445,512,True
d0724327d63fccfd3eebb581871a740791434dc7,train,1,FeatureEnvy/Positive/apache_incubator-blur_apache_incubator-blur_org.apache.blur.utils25BlurUtil.code,unknown_class,False,11376,512,True
